time,tl_id,current_phase,current_demand,best_phase,best_demand,action
2094,cluster_1345077844_2589681474_8228683608_8228683609,6,9,6,11,CHANGE
2097,cluster_1345077844_2589681474_8228683608_8228683609,6,9,0,9,HOLD
2100,cluster_1345077844_2589681474_8228683608_8228683609,0,6,0,10,CHANGE
2103,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
2106,cluster_1345077844_2589681474_8228683608_8228683609,0,9,0,9,HOLD
2109,cluster_1345077844_2589681474_8228683608_8228683609,6,7,6,10,CHANGE
2112,cluster_1345077844_2589681474_8228683608_8228683609,6,9,4,9,HOLD
2115,cluster_1345077844_2589681474_8228683608_8228683609,4,7,4,9,CHANGE
2118,cluster_1345077844_2589681474_8228683608_8228683609,4,8,4,8,HOLD
2121,cluster_1345077844_2589681474_8228683608_8228683609,6,7,6,10,CHANGE
2124,cluster_1345077844_2589681474_8228683608_8228683609,6,8,4,8,HOLD
2127,cluster_1345077844_2589681474_8228683608_8228683609,0,6,0,8,CHANGE
2130,cluster_1345077844_2589681474_8228683608_8228683609,0,8,0,8,HOLD
2133,cluster_1345077844_2589681474_8228683608_8228683609,0,8,4,9,HOLD
2136,cluster_1345077844_2589681474_8228683608_8228683609,6,7,6,10,CHANGE
2139,cluster_1345077844_2589681474_8228683608_8228683609,6,9,4,9,HOLD
2142,cluster_1345077844_2589681474_8228683608_8228683609,0,7,0,9,CHANGE
2145,cluster_1345077844_2589681474_8228683608_8228683609,0,9,0,9,HOLD
2148,cluster_1345077844_2589681474_8228683608_8228683609,0,9,0,9,HOLD
2151,cluster_1345077844_2589681474_8228683608_8228683609,6,8,6,11,CHANGE
2154,cluster_1345077844_2589681474_8228683608_8228683609,6,9,4,9,HOLD
2157,cluster_1345077844_2589681474_8228683608_8228683609,0,7,0,9,CHANGE
2160,cluster_1345077844_2589681474_8228683608_8228683609,0,9,0,9,HOLD
2163,cluster_1345077844_2589681474_8228683608_8228683609,6,8,6,10,CHANGE
2166,cluster_1345077844_2589681474_8228683608_8228683609,6,9,4,9,HOLD
2169,cluster_1345077844_2589681474_8228683608_8228683609,0,7,0,9,CHANGE
2172,cluster_1345077844_2589681474_8228683608_8228683609,0,9,0,9,HOLD
2175,cluster_1345077844_2589681474_8228683608_8228683609,0,9,0,9,HOLD
2178,cluster_1345077844_2589681474_8228683608_8228683609,6,8,6,11,CHANGE
2181,cluster_1345077844_2589681474_8228683608_8228683609,6,9,4,9,HOLD
2184,cluster_1345077844_2589681474_8228683608_8228683609,6,8,0,9,HOLD
2187,cluster_1345077844_2589681474_8228683608_8228683609,0,6,0,10,CHANGE
2190,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
2193,cluster_1345077844_2589681474_8228683608_8228683609,0,9,0,9,HOLD
2196,cluster_1345077844_2589681474_8228683608_8228683609,0,9,0,9,HOLD
2199,cluster_1345077844_2589681474_8228683608_8228683609,6,8,6,11,CHANGE
2202,cluster_1345077844_2589681474_8228683608_8228683609,6,10,6,10,HOLD
2205,cluster_1345077844_2589681474_8228683608_8228683609,0,7,0,9,CHANGE
2208,cluster_1345077844_2589681474_8228683608_8228683609,0,9,0,9,HOLD
2211,cluster_1345077844_2589681474_8228683608_8228683609,0,8,4,9,HOLD
2214,cluster_1345077844_2589681474_8228683608_8228683609,6,7,6,10,CHANGE
2217,cluster_1345077844_2589681474_8228683608_8228683609,6,9,4,9,HOLD
2220,cluster_1345077844_2589681474_8228683608_8228683609,4,7,4,9,CHANGE
2223,cluster_1345077844_2589681474_8228683608_8228683609,4,8,0,8,HOLD
2226,cluster_1345077844_2589681474_8228683608_8228683609,0,7,0,9,CHANGE
2229,cluster_1345077844_2589681474_8228683608_8228683609,0,8,6,10,HOLD
2232,cluster_1345077844_2589681474_8228683608_8228683609,6,8,6,10,CHANGE
2235,cluster_1345077844_2589681474_8228683608_8228683609,6,8,0,9,HOLD
2238,cluster_1345077844_2589681474_8228683608_8228683609,0,6,0,10,CHANGE
2241,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
2244,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
2247,cluster_1345077844_2589681474_8228683608_8228683609,0,9,6,10,HOLD
2250,cluster_1345077844_2589681474_8228683608_8228683609,6,9,6,11,CHANGE
2253,cluster_1345077844_2589681474_8228683608_8228683609,6,9,0,10,HOLD
2256,cluster_1345077844_2589681474_8228683608_8228683609,0,8,0,11,CHANGE
2259,cluster_1345077844_2589681474_8228683608_8228683609,0,11,0,11,HOLD
2262,cluster_1345077844_2589681474_8228683608_8228683609,0,9,6,10,HOLD
2265,cluster_1345077844_2589681474_8228683608_8228683609,6,9,6,11,CHANGE
2268,cluster_1345077844_2589681474_8228683608_8228683609,6,10,0,10,HOLD
2271,cluster_1345077844_2589681474_8228683608_8228683609,0,8,0,11,CHANGE
2274,cluster_1345077844_2589681474_8228683608_8228683609,0,11,0,11,HOLD
2277,cluster_1345077844_2589681474_8228683608_8228683609,0,11,0,11,HOLD
2280,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
2283,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
2286,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
2289,cluster_1345077844_2589681474_8228683608_8228683609,0,9,6,10,HOLD
2292,cluster_1345077844_2589681474_8228683608_8228683609,6,8,6,10,CHANGE
2295,cluster_1345077844_2589681474_8228683608_8228683609,6,8,0,9,HOLD
2298,cluster_1345077844_2589681474_8228683608_8228683609,0,5,0,10,CHANGE
2301,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
2304,cluster_1345077844_2589681474_8228683608_8228683609,0,9,0,9,HOLD
2307,cluster_1345077844_2589681474_8228683608_8228683609,0,9,6,10,HOLD
2310,cluster_1345077844_2589681474_8228683608_8228683609,0,9,6,10,HOLD
2313,cluster_1345077844_2589681474_8228683608_8228683609,0,9,6,10,HOLD
2316,cluster_1345077844_2589681474_8228683608_8228683609,6,8,6,10,CHANGE
2319,cluster_1345077844_2589681474_8228683608_8228683609,6,8,4,9,HOLD
2322,cluster_1345077844_2589681474_8228683608_8228683609,0,6,0,9,CHANGE
2325,cluster_1345077844_2589681474_8228683608_8228683609,0,8,4,9,HOLD
2328,cluster_1345077844_2589681474_8228683608_8228683609,4,7,4,9,CHANGE
2331,cluster_1345077844_2589681474_8228683608_8228683609,4,8,6,10,HOLD
2334,cluster_1345077844_2589681474_8228683608_8228683609,6,7,6,10,CHANGE
2337,cluster_1345077844_2589681474_8228683608_8228683609,6,8,0,9,HOLD
2340,cluster_1345077844_2589681474_8228683608_8228683609,0,6,0,10,CHANGE
2343,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
2346,cluster_1345077844_2589681474_8228683608_8228683609,0,8,4,9,HOLD
2349,cluster_1345077844_2589681474_8228683608_8228683609,0,8,4,9,HOLD
2352,cluster_1345077844_2589681474_8228683608_8228683609,4,7,4,10,CHANGE
2355,cluster_1345077844_2589681474_8228683608_8228683609,4,9,6,10,HOLD
2358,cluster_1345077844_2589681474_8228683608_8228683609,6,8,6,10,CHANGE
2361,cluster_1345077844_2589681474_8228683608_8228683609,6,8,0,8,HOLD
2364,cluster_1345077844_2589681474_8228683608_8228683609,0,6,0,8,CHANGE
2367,cluster_1345077844_2589681474_8228683608_8228683609,0,7,4,9,HOLD
2370,cluster_1345077844_2589681474_8228683608_8228683609,4,7,4,9,CHANGE
2373,cluster_1345077844_2589681474_8228683608_8228683609,4,8,6,9,HOLD
2376,cluster_1345077844_2589681474_8228683608_8228683609,6,7,6,11,CHANGE
2379,cluster_1345077844_2589681474_8228683608_8228683609,6,9,0,9,HOLD
2382,cluster_1345077844_2589681474_8228683608_8228683609,0,7,0,10,CHANGE
2385,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
2388,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
2391,cluster_1345077844_2589681474_8228683608_8228683609,0,9,0,9,HOLD
2394,cluster_1345077844_2589681474_8228683608_8228683609,0,9,0,9,HOLD
2397,cluster_1345077844_2589681474_8228683608_8228683609,4,7,4,9,CHANGE
2400,cluster_1345077844_2589681474_8228683608_8228683609,4,8,6,9,HOLD
2403,cluster_1345077844_2589681474_8228683608_8228683609,6,7,6,10,CHANGE
2406,cluster_1345077844_2589681474_8228683608_8228683609,6,9,0,9,HOLD
2409,cluster_1345077844_2589681474_8228683608_8228683609,0,5,0,10,CHANGE
2412,cluster_1345077844_2589681474_8228683608_8228683609,0,9,0,9,HOLD
2415,cluster_1345077844_2589681474_8228683608_8228683609,0,9,0,9,HOLD
2418,cluster_1345077844_2589681474_8228683608_8228683609,0,8,4,9,HOLD
2421,cluster_1345077844_2589681474_8228683608_8228683609,4,6,4,9,CHANGE
2424,cluster_1345077844_2589681474_8228683608_8228683609,4,8,6,9,HOLD
2427,cluster_1345077844_2589681474_8228683608_8228683609,6,7,6,9,CHANGE
2430,cluster_1345077844_2589681474_8228683608_8228683609,6,7,4,8,HOLD
2433,cluster_1345077844_2589681474_8228683608_8228683609,4,5,4,8,CHANGE
2436,cluster_1345077844_2589681474_8228683608_8228683609,4,7,0,7,HOLD
2439,cluster_1345077844_2589681474_8228683608_8228683609,0,6,0,8,CHANGE
2442,cluster_1345077844_2589681474_8228683608_8228683609,0,8,6,9,HOLD
2445,cluster_1345077844_2589681474_8228683608_8228683609,6,8,6,10,CHANGE
2448,cluster_1345077844_2589681474_8228683608_8228683609,6,9,0,9,HOLD
2451,cluster_1345077844_2589681474_8228683608_8228683609,0,7,0,10,CHANGE
2454,cluster_1345077844_2589681474_8228683608_8228683609,0,9,0,9,HOLD
2457,cluster_1345077844_2589681474_8228683608_8228683609,0,8,4,9,HOLD
2460,cluster_1345077844_2589681474_8228683608_8228683609,0,8,4,9,HOLD
2463,cluster_1345077844_2589681474_8228683608_8228683609,6,6,6,11,CHANGE
2466,cluster_1345077844_2589681474_8228683608_8228683609,6,9,4,9,HOLD
2469,cluster_1345077844_2589681474_8228683608_8228683609,4,7,4,9,CHANGE
2472,cluster_1345077844_2589681474_8228683608_8228683609,4,8,0,9,HOLD
2475,cluster_1345077844_2589681474_8228683608_8228683609,6,7,6,10,CHANGE
2478,cluster_1345077844_2589681474_8228683608_8228683609,6,8,0,9,HOLD
2481,cluster_1345077844_2589681474_8228683608_8228683609,0,5,0,9,CHANGE
2484,cluster_1345077844_2589681474_8228683608_8228683609,0,8,0,8,HOLD
2487,cluster_1345077844_2589681474_8228683608_8228683609,0,8,4,9,HOLD
2490,cluster_1345077844_2589681474_8228683608_8228683609,4,7,4,9,CHANGE
2493,cluster_1345077844_2589681474_8228683608_8228683609,4,8,6,11,HOLD
2496,cluster_1345077844_2589681474_8228683608_8228683609,6,7,6,11,CHANGE
2499,cluster_1345077844_2589681474_8228683608_8228683609,6,9,6,9,HOLD
2502,cluster_1345077844_2589681474_8228683608_8228683609,0,6,0,9,CHANGE
2505,cluster_1345077844_2589681474_8228683608_8228683609,0,8,4,9,HOLD
2508,cluster_1345077844_2589681474_8228683608_8228683609,0,8,4,9,HOLD
2511,cluster_1345077844_2589681474_8228683608_8228683609,6,7,6,10,CHANGE
2514,cluster_1345077844_2589681474_8228683608_8228683609,6,9,4,9,HOLD
2517,cluster_1345077844_2589681474_8228683608_8228683609,4,7,4,9,CHANGE
2520,cluster_1345077844_2589681474_8228683608_8228683609,4,8,0,9,HOLD
2523,cluster_1345077844_2589681474_8228683608_8228683609,0,7,0,10,CHANGE
2526,cluster_1345077844_2589681474_8228683608_8228683609,0,9,6,10,HOLD
2529,cluster_1345077844_2589681474_8228683608_8228683609,6,8,6,10,CHANGE
2532,cluster_1345077844_2589681474_8228683608_8228683609,6,8,0,9,HOLD
2535,cluster_1345077844_2589681474_8228683608_8228683609,0,7,0,10,CHANGE
2538,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
2541,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
2544,cluster_1345077844_2589681474_8228683608_8228683609,6,8,6,10,CHANGE
2547,cluster_1345077844_2589681474_8228683608_8228683609,6,9,0,9,HOLD
2550,cluster_1345077844_2589681474_8228683608_8228683609,0,7,0,10,CHANGE
2553,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
2556,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
2559,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
2562,cluster_1345077844_2589681474_8228683608_8228683609,6,8,6,11,CHANGE
2565,cluster_1345077844_2589681474_8228683608_8228683609,6,10,6,10,HOLD
2568,cluster_1345077844_2589681474_8228683608_8228683609,0,8,0,10,CHANGE
2571,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
2574,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
2577,cluster_1345077844_2589681474_8228683608_8228683609,6,9,6,11,CHANGE
2580,cluster_1345077844_2589681474_8228683608_8228683609,6,9,0,10,HOLD
2583,cluster_1345077844_2589681474_8228683608_8228683609,0,7,0,11,CHANGE
2586,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
2589,cluster_1345077844_2589681474_8228683608_8228683609,0,9,0,9,HOLD
2592,cluster_1345077844_2589681474_8228683608_8228683609,6,7,6,10,CHANGE
2595,cluster_1345077844_2589681474_8228683608_8228683609,6,8,4,9,HOLD
2598,cluster_1345077844_2589681474_8228683608_8228683609,4,6,4,9,CHANGE
2601,cluster_1345077844_2589681474_8228683608_8228683609,4,8,0,9,HOLD
2604,cluster_1345077844_2589681474_8228683608_8228683609,0,7,0,9,CHANGE
2607,cluster_1345077844_2589681474_8228683608_8228683609,0,9,0,9,HOLD
2610,cluster_1345077844_2589681474_8228683608_8228683609,6,9,6,11,CHANGE
2613,cluster_1345077844_2589681474_8228683608_8228683609,6,9,0,10,HOLD
2616,cluster_1345077844_2589681474_8228683608_8228683609,0,7,0,11,CHANGE
2619,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
2622,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
2625,cluster_1345077844_2589681474_8228683608_8228683609,6,9,6,11,CHANGE
2628,cluster_1345077844_2589681474_8228683608_8228683609,6,11,6,11,HOLD
2631,cluster_1345077844_2589681474_8228683608_8228683609,6,10,0,11,HOLD
2634,cluster_1345077844_2589681474_8228683608_8228683609,0,6,0,12,CHANGE
2637,cluster_1345077844_2589681474_8228683608_8228683609,0,11,0,11,HOLD
2640,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
2643,cluster_1345077844_2589681474_8228683608_8228683609,0,9,0,9,HOLD
2646,cluster_1345077844_2589681474_8228683608_8228683609,0,9,0,9,HOLD
2649,cluster_1345077844_2589681474_8228683608_8228683609,0,9,0,9,HOLD
2652,cluster_1345077844_2589681474_8228683608_8228683609,0,9,0,9,HOLD
2655,cluster_1345077844_2589681474_8228683608_8228683609,0,9,0,9,HOLD
2658,cluster_1345077844_2589681474_8228683608_8228683609,0,8,4,9,HOLD
2661,cluster_1345077844_2589681474_8228683608_8228683609,0,8,4,9,HOLD
2664,cluster_1345077844_2589681474_8228683608_8228683609,0,8,4,9,HOLD
2667,cluster_1345077844_2589681474_8228683608_8228683609,0,8,4,9,HOLD
2670,cluster_1345077844_2589681474_8228683608_8228683609,0,9,0,9,HOLD
2673,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
2676,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
2679,cluster_1345077844_2589681474_8228683608_8228683609,0,11,0,11,HOLD
2682,cluster_1345077844_2589681474_8228683608_8228683609,0,11,0,11,HOLD
2685,cluster_1345077844_2589681474_8228683608_8228683609,0,12,0,12,HOLD
2688,cluster_1345077844_2589681474_8228683608_8228683609,0,13,0,13,HOLD
2691,cluster_1345077844_2589681474_8228683608_8228683609,0,14,0,14,HOLD
2694,cluster_1345077844_2589681474_8228683608_8228683609,0,14,0,14,HOLD
2697,cluster_1345077844_2589681474_8228683608_8228683609,0,14,0,14,HOLD
2700,cluster_1345077844_2589681474_8228683608_8228683609,0,14,0,14,HOLD
2703,cluster_1345077844_2589681474_8228683608_8228683609,0,14,0,14,HOLD
2706,cluster_1345077844_2589681474_8228683608_8228683609,0,15,0,15,HOLD
2709,cluster_1345077844_2589681474_8228683608_8228683609,0,16,0,16,HOLD
2712,cluster_1345077844_2589681474_8228683608_8228683609,0,17,0,17,HOLD
2715,cluster_1345077844_2589681474_8228683608_8228683609,0,17,0,17,HOLD
2718,cluster_1345077844_2589681474_8228683608_8228683609,0,17,0,17,HOLD
2721,cluster_1345077844_2589681474_8228683608_8228683609,0,17,0,17,HOLD
2724,cluster_1345077844_2589681474_8228683608_8228683609,0,17,0,17,TIMEOUT
2727,cluster_1345077844_2589681474_8228683608_8228683609,0,16,0,16,HOLD
2730,cluster_1345077844_2589681474_8228683608_8228683609,0,15,0,15,HOLD
2733,cluster_1345077844_2589681474_8228683608_8228683609,0,13,0,13,HOLD
2736,cluster_1345077844_2589681474_8228683608_8228683609,0,12,0,12,HOLD
2739,cluster_1345077844_2589681474_8228683608_8228683609,0,11,0,11,HOLD
2742,cluster_1345077844_2589681474_8228683608_8228683609,0,9,0,9,HOLD
2745,cluster_1345077844_2589681474_8228683608_8228683609,0,9,0,9,HOLD
2748,cluster_1345077844_2589681474_8228683608_8228683609,0,8,4,9,HOLD
2751,cluster_1345077844_2589681474_8228683608_8228683609,4,8,4,10,CHANGE
2754,cluster_1345077844_2589681474_8228683608_8228683609,4,9,0,9,HOLD
2757,cluster_1345077844_2589681474_8228683608_8228683609,0,7,0,10,CHANGE
2760,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
2763,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
2766,cluster_1345077844_2589681474_8228683608_8228683609,0,8,6,9,HOLD
2769,cluster_1345077844_2589681474_8228683608_8228683609,0,8,6,9,HOLD
2772,cluster_1345077844_2589681474_8228683608_8228683609,6,7,6,9,CHANGE
2775,cluster_1345077844_2589681474_8228683608_8228683609,6,7,4,9,HOLD
2778,cluster_1345077844_2589681474_8228683608_8228683609,0,5,0,9,CHANGE
2781,cluster_1345077844_2589681474_8228683608_8228683609,0,9,0,9,HOLD
2784,cluster_1345077844_2589681474_8228683608_8228683609,0,9,0,9,HOLD
2787,cluster_1345077844_2589681474_8228683608_8228683609,0,8,4,9,HOLD
2790,cluster_1345077844_2589681474_8228683608_8228683609,0,8,4,9,HOLD
2793,cluster_1345077844_2589681474_8228683608_8228683609,6,8,6,10,CHANGE
2796,cluster_1345077844_2589681474_8228683608_8228683609,6,9,0,9,HOLD
2799,cluster_1345077844_2589681474_8228683608_8228683609,0,7,0,10,CHANGE
2802,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
2805,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
2808,cluster_1345077844_2589681474_8228683608_8228683609,6,9,6,11,CHANGE
2811,cluster_1345077844_2589681474_8228683608_8228683609,6,9,0,10,HOLD
2814,cluster_1345077844_2589681474_8228683608_8228683609,0,6,0,11,CHANGE
2817,cluster_1345077844_2589681474_8228683608_8228683609,0,11,0,11,HOLD
2820,cluster_1345077844_2589681474_8228683608_8228683609,0,11,0,11,HOLD
2823,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
2826,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
2829,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
2832,cluster_1345077844_2589681474_8228683608_8228683609,0,9,0,9,HOLD
2835,cluster_1345077844_2589681474_8228683608_8228683609,0,9,0,9,HOLD
2838,cluster_1345077844_2589681474_8228683608_8228683609,0,9,0,9,HOLD
2841,cluster_1345077844_2589681474_8228683608_8228683609,0,8,4,9,HOLD
2844,cluster_1345077844_2589681474_8228683608_8228683609,0,8,4,9,HOLD
2847,cluster_1345077844_2589681474_8228683608_8228683609,0,9,0,9,HOLD
2850,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
2853,cluster_1345077844_2589681474_8228683608_8228683609,0,11,0,11,HOLD
2856,cluster_1345077844_2589681474_8228683608_8228683609,0,12,0,12,HOLD
2859,cluster_1345077844_2589681474_8228683608_8228683609,0,12,0,12,HOLD
2862,cluster_1345077844_2589681474_8228683608_8228683609,0,13,0,13,HOLD
2865,cluster_1345077844_2589681474_8228683608_8228683609,0,14,0,14,HOLD
2868,cluster_1345077844_2589681474_8228683608_8228683609,0,14,0,14,HOLD
2871,cluster_1345077844_2589681474_8228683608_8228683609,0,15,0,15,HOLD
2874,cluster_1345077844_2589681474_8228683608_8228683609,0,16,0,16,HOLD
2877,cluster_1345077844_2589681474_8228683608_8228683609,0,17,0,17,HOLD
2880,cluster_1345077844_2589681474_8228683608_8228683609,0,17,0,17,HOLD
2883,cluster_1345077844_2589681474_8228683608_8228683609,0,17,0,17,HOLD
2886,cluster_1345077844_2589681474_8228683608_8228683609,0,17,0,17,HOLD
2889,cluster_1345077844_2589681474_8228683608_8228683609,0,17,0,17,HOLD
2892,cluster_1345077844_2589681474_8228683608_8228683609,0,17,0,17,HOLD
2895,cluster_1345077844_2589681474_8228683608_8228683609,0,17,0,17,HOLD
2898,cluster_1345077844_2589681474_8228683608_8228683609,0,17,0,17,HOLD
2901,cluster_1345077844_2589681474_8228683608_8228683609,0,17,0,17,HOLD
2904,cluster_1345077844_2589681474_8228683608_8228683609,0,17,0,17,TIMEOUT
2907,cluster_1345077844_2589681474_8228683608_8228683609,0,16,0,16,HOLD
2910,cluster_1345077844_2589681474_8228683608_8228683609,0,14,0,14,HOLD
2913,cluster_1345077844_2589681474_8228683608_8228683609,0,13,0,13,HOLD
2916,cluster_1345077844_2589681474_8228683608_8228683609,0,12,0,12,HOLD
2919,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
2922,cluster_1345077844_2589681474_8228683608_8228683609,0,9,0,9,HOLD
2925,cluster_1345077844_2589681474_8228683608_8228683609,0,8,6,9,HOLD
2928,cluster_1345077844_2589681474_8228683608_8228683609,4,7,4,9,CHANGE
2931,cluster_1345077844_2589681474_8228683608_8228683609,4,8,6,9,HOLD
2934,cluster_1345077844_2589681474_8228683608_8228683609,0,6,0,9,CHANGE
2937,cluster_1345077844_2589681474_8228683608_8228683609,0,9,0,9,HOLD
2940,cluster_1345077844_2589681474_8228683608_8228683609,0,9,0,9,HOLD
2943,cluster_1345077844_2589681474_8228683608_8228683609,6,7,6,9,CHANGE
2946,cluster_1345077844_2589681474_8228683608_8228683609,6,7,4,9,HOLD
2949,cluster_1345077844_2589681474_8228683608_8228683609,0,5,0,9,CHANGE
2952,cluster_1345077844_2589681474_8228683608_8228683609,0,9,0,9,HOLD
2955,cluster_1345077844_2589681474_8228683608_8228683609,0,9,0,9,HOLD
2958,cluster_1345077844_2589681474_8228683608_8228683609,0,8,4,9,HOLD
2961,cluster_1345077844_2589681474_8228683608_8228683609,6,8,6,10,CHANGE
2964,cluster_1345077844_2589681474_8228683608_8228683609,6,8,0,9,HOLD
2967,cluster_1345077844_2589681474_8228683608_8228683609,0,7,0,10,CHANGE
2970,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
2973,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
2976,cluster_1345077844_2589681474_8228683608_8228683609,0,9,6,10,HOLD
2979,cluster_1345077844_2589681474_8228683608_8228683609,6,9,6,11,CHANGE
2982,cluster_1345077844_2589681474_8228683608_8228683609,6,9,0,10,HOLD
2985,cluster_1345077844_2589681474_8228683608_8228683609,0,7,0,11,CHANGE
2988,cluster_1345077844_2589681474_8228683608_8228683609,0,11,0,11,HOLD
2991,cluster_1345077844_2589681474_8228683608_8228683609,0,11,0,11,HOLD
2994,cluster_1345077844_2589681474_8228683608_8228683609,0,10,6,11,HOLD
2997,cluster_1345077844_2589681474_8228683608_8228683609,6,9,6,11,CHANGE
3000,cluster_1345077844_2589681474_8228683608_8228683609,6,9,0,10,HOLD
3003,cluster_1345077844_2589681474_8228683608_8228683609,0,7,0,11,CHANGE
3006,cluster_1345077844_2589681474_8228683608_8228683609,0,11,0,11,HOLD
3009,cluster_1345077844_2589681474_8228683608_8228683609,0,11,0,11,HOLD
3012,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
3015,cluster_1345077844_2589681474_8228683608_8228683609,0,10,6,11,HOLD
3018,cluster_1345077844_2589681474_8228683608_8228683609,6,9,6,11,CHANGE
3021,cluster_1345077844_2589681474_8228683608_8228683609,6,9,0,10,HOLD
3024,cluster_1345077844_2589681474_8228683608_8228683609,0,6,0,11,CHANGE
3027,cluster_1345077844_2589681474_8228683608_8228683609,0,11,0,11,HOLD
3030,cluster_1345077844_2589681474_8228683608_8228683609,0,11,0,11,HOLD
