time,tl_id,current_phase,current_demand,best_phase,best_demand,action
1056,cluster_1345077844_2589681474_8228683608_8228683609,0,9,0,9,HOLD
1059,cluster_1345077844_2589681474_8228683608_8228683609,6,8,6,10,CHANGE
1062,cluster_1345077844_2589681474_8228683608_8228683609,6,9,0,9,HOLD
1065,cluster_1345077844_2589681474_8228683608_8228683609,0,7,0,10,CHANGE
1068,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
1071,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
1074,cluster_1345077844_2589681474_8228683608_8228683609,0,9,6,10,HOLD
1077,cluster_1345077844_2589681474_8228683608_8228683609,0,9,6,10,HOLD
1080,cluster_1345077844_2589681474_8228683608_8228683609,0,9,6,10,HOLD
1083,cluster_1345077844_2589681474_8228683608_8228683609,0,9,6,10,HOLD
1086,cluster_1345077844_2589681474_8228683608_8228683609,6,7,6,10,CHANGE
1089,cluster_1345077844_2589681474_8228683608_8228683609,6,8,4,9,HOLD
1092,cluster_1345077844_2589681474_8228683608_8228683609,4,5,4,9,CHANGE
1095,cluster_1345077844_2589681474_8228683608_8228683609,4,8,0,9,HOLD
1098,cluster_1345077844_2589681474_8228683608_8228683609,0,7,0,10,CHANGE
1101,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
1104,cluster_1345077844_2589681474_8228683608_8228683609,0,9,6,10,HOLD
1107,cluster_1345077844_2589681474_8228683608_8228683609,6,7,6,10,CHANGE
1110,cluster_1345077844_2589681474_8228683608_8228683609,6,8,4,9,HOLD
1113,cluster_1345077844_2589681474_8228683608_8228683609,0,6,0,9,CHANGE
1116,cluster_1345077844_2589681474_8228683608_8228683609,0,9,0,9,HOLD
1119,cluster_1345077844_2589681474_8228683608_8228683609,0,8,4,9,HOLD
1122,cluster_1345077844_2589681474_8228683608_8228683609,4,6,4,9,CHANGE
1125,cluster_1345077844_2589681474_8228683608_8228683609,4,8,6,10,HOLD
1128,cluster_1345077844_2589681474_8228683608_8228683609,6,7,6,12,CHANGE
1131,cluster_1345077844_2589681474_8228683608_8228683609,6,10,6,10,HOLD
1134,cluster_1345077844_2589681474_8228683608_8228683609,0,7,0,10,CHANGE
1137,cluster_1345077844_2589681474_8228683608_8228683609,0,9,0,9,HOLD
1140,cluster_1345077844_2589681474_8228683608_8228683609,0,9,0,9,HOLD
1143,cluster_1345077844_2589681474_8228683608_8228683609,6,8,6,10,CHANGE
1146,cluster_1345077844_2589681474_8228683608_8228683609,6,10,6,10,HOLD
1149,cluster_1345077844_2589681474_8228683608_8228683609,0,8,0,10,CHANGE
1152,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
1155,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
1158,cluster_1345077844_2589681474_8228683608_8228683609,6,9,6,11,CHANGE
1161,cluster_1345077844_2589681474_8228683608_8228683609,6,9,0,9,HOLD
1164,cluster_1345077844_2589681474_8228683608_8228683609,0,7,0,10,CHANGE
1167,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
1170,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
1173,cluster_1345077844_2589681474_8228683608_8228683609,6,8,6,10,CHANGE
1176,cluster_1345077844_2589681474_8228683608_8228683609,6,10,6,10,HOLD
1179,cluster_1345077844_2589681474_8228683608_8228683609,6,9,0,9,HOLD
1182,cluster_1345077844_2589681474_8228683608_8228683609,0,7,0,10,CHANGE
1185,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
1188,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
1191,cluster_1345077844_2589681474_8228683608_8228683609,6,8,6,10,CHANGE
1194,cluster_1345077844_2589681474_8228683608_8228683609,6,8,0,9,HOLD
1197,cluster_1345077844_2589681474_8228683608_8228683609,0,6,0,10,CHANGE
1200,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
1203,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
1206,cluster_1345077844_2589681474_8228683608_8228683609,6,8,6,10,CHANGE
1209,cluster_1345077844_2589681474_8228683608_8228683609,6,9,0,9,HOLD
1212,cluster_1345077844_2589681474_8228683608_8228683609,0,7,0,11,CHANGE
1215,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
1218,cluster_1345077844_2589681474_8228683608_8228683609,0,9,0,9,HOLD
1221,cluster_1345077844_2589681474_8228683608_8228683609,6,8,6,10,CHANGE
1224,cluster_1345077844_2589681474_8228683608_8228683609,6,9,0,9,HOLD
1227,cluster_1345077844_2589681474_8228683608_8228683609,0,8,0,10,CHANGE
1230,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
1233,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
1236,cluster_1345077844_2589681474_8228683608_8228683609,0,10,6,11,HOLD
1239,cluster_1345077844_2589681474_8228683608_8228683609,6,9,6,12,CHANGE
1242,cluster_1345077844_2589681474_8228683608_8228683609,6,10,0,10,HOLD
1245,cluster_1345077844_2589681474_8228683608_8228683609,6,10,0,11,HOLD
1248,cluster_1345077844_2589681474_8228683608_8228683609,0,6,0,11,CHANGE
1251,cluster_1345077844_2589681474_8228683608_8228683609,0,11,0,11,HOLD
1254,cluster_1345077844_2589681474_8228683608_8228683609,0,11,0,11,HOLD
1257,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
1260,cluster_1345077844_2589681474_8228683608_8228683609,0,10,6,11,HOLD
1263,cluster_1345077844_2589681474_8228683608_8228683609,6,9,6,11,CHANGE
1266,cluster_1345077844_2589681474_8228683608_8228683609,6,9,0,10,HOLD
1269,cluster_1345077844_2589681474_8228683608_8228683609,0,7,0,11,CHANGE
1272,cluster_1345077844_2589681474_8228683608_8228683609,0,11,0,11,HOLD
1275,cluster_1345077844_2589681474_8228683608_8228683609,0,11,0,11,HOLD
1278,cluster_1345077844_2589681474_8228683608_8228683609,0,10,6,11,HOLD
1281,cluster_1345077844_2589681474_8228683608_8228683609,0,10,6,11,HOLD
1284,cluster_1345077844_2589681474_8228683608_8228683609,6,9,6,11,CHANGE
1287,cluster_1345077844_2589681474_8228683608_8228683609,6,10,0,10,HOLD
1290,cluster_1345077844_2589681474_8228683608_8228683609,0,8,0,11,CHANGE
1293,cluster_1345077844_2589681474_8228683608_8228683609,0,11,0,11,HOLD
1296,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
1299,cluster_1345077844_2589681474_8228683608_8228683609,6,9,6,11,CHANGE
1302,cluster_1345077844_2589681474_8228683608_8228683609,6,10,0,10,HOLD
1305,cluster_1345077844_2589681474_8228683608_8228683609,0,9,0,11,CHANGE
1308,cluster_1345077844_2589681474_8228683608_8228683609,0,11,0,11,HOLD
1311,cluster_1345077844_2589681474_8228683608_8228683609,0,10,6,11,HOLD
1314,cluster_1345077844_2589681474_8228683608_8228683609,0,10,6,11,HOLD
1317,cluster_1345077844_2589681474_8228683608_8228683609,6,10,6,12,CHANGE
1320,cluster_1345077844_2589681474_8228683608_8228683609,6,10,0,11,HOLD
1323,cluster_1345077844_2589681474_8228683608_8228683609,0,8,0,12,CHANGE
1326,cluster_1345077844_2589681474_8228683608_8228683609,0,12,0,12,HOLD
1329,cluster_1345077844_2589681474_8228683608_8228683609,0,12,0,12,HOLD
1332,cluster_1345077844_2589681474_8228683608_8228683609,0,10,6,11,HOLD
1335,cluster_1345077844_2589681474_8228683608_8228683609,6,10,6,12,CHANGE
1338,cluster_1345077844_2589681474_8228683608_8228683609,6,10,0,11,HOLD
1341,cluster_1345077844_2589681474_8228683608_8228683609,0,8,0,12,CHANGE
1344,cluster_1345077844_2589681474_8228683608_8228683609,0,12,0,12,HOLD
1347,cluster_1345077844_2589681474_8228683608_8228683609,0,12,0,12,HOLD
1350,cluster_1345077844_2589681474_8228683608_8228683609,0,10,6,11,HOLD
1353,cluster_1345077844_2589681474_8228683608_8228683609,6,10,6,12,CHANGE
1356,cluster_1345077844_2589681474_8228683608_8228683609,6,10,0,11,HOLD
1359,cluster_1345077844_2589681474_8228683608_8228683609,0,8,0,12,CHANGE
1362,cluster_1345077844_2589681474_8228683608_8228683609,0,12,0,12,HOLD
1365,cluster_1345077844_2589681474_8228683608_8228683609,0,12,0,12,HOLD
1368,cluster_1345077844_2589681474_8228683608_8228683609,0,12,0,12,HOLD
1371,cluster_1345077844_2589681474_8228683608_8228683609,0,10,6,11,HOLD
1374,cluster_1345077844_2589681474_8228683608_8228683609,6,10,6,12,CHANGE
1377,cluster_1345077844_2589681474_8228683608_8228683609,6,10,0,11,HOLD
1380,cluster_1345077844_2589681474_8228683608_8228683609,0,8,0,11,CHANGE
1383,cluster_1345077844_2589681474_8228683608_8228683609,0,11,0,11,HOLD
1386,cluster_1345077844_2589681474_8228683608_8228683609,0,11,0,11,HOLD
1389,cluster_1345077844_2589681474_8228683608_8228683609,0,10,6,11,HOLD
1392,cluster_1345077844_2589681474_8228683608_8228683609,6,10,6,12,CHANGE
1395,cluster_1345077844_2589681474_8228683608_8228683609,6,10,0,11,HOLD
1398,cluster_1345077844_2589681474_8228683608_8228683609,0,8,0,12,CHANGE
1401,cluster_1345077844_2589681474_8228683608_8228683609,0,12,0,12,HOLD
1404,cluster_1345077844_2589681474_8228683608_8228683609,0,12,0,12,HOLD
1407,cluster_1345077844_2589681474_8228683608_8228683609,0,10,6,11,HOLD
1410,cluster_1345077844_2589681474_8228683608_8228683609,0,10,6,11,HOLD
1413,cluster_1345077844_2589681474_8228683608_8228683609,0,10,6,11,HOLD
1416,cluster_1345077844_2589681474_8228683608_8228683609,0,10,6,11,HOLD
1419,cluster_1345077844_2589681474_8228683608_8228683609,6,8,6,11,CHANGE
1422,cluster_1345077844_2589681474_8228683608_8228683609,6,9,0,9,HOLD
1425,cluster_1345077844_2589681474_8228683608_8228683609,0,8,0,10,CHANGE
1428,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
1431,cluster_1345077844_2589681474_8228683608_8228683609,0,9,0,9,HOLD
1434,cluster_1345077844_2589681474_8228683608_8228683609,6,8,6,11,CHANGE
1437,cluster_1345077844_2589681474_8228683608_8228683609,6,10,6,10,HOLD
1440,cluster_1345077844_2589681474_8228683608_8228683609,0,8,0,10,CHANGE
1443,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
1446,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
1449,cluster_1345077844_2589681474_8228683608_8228683609,6,8,6,10,CHANGE
1452,cluster_1345077844_2589681474_8228683608_8228683609,6,8,0,9,HOLD
1455,cluster_1345077844_2589681474_8228683608_8228683609,0,6,0,9,CHANGE
1458,cluster_1345077844_2589681474_8228683608_8228683609,0,8,4,9,HOLD
1461,cluster_1345077844_2589681474_8228683608_8228683609,0,8,4,9,HOLD
1464,cluster_1345077844_2589681474_8228683608_8228683609,4,6,4,9,CHANGE
1467,cluster_1345077844_2589681474_8228683608_8228683609,4,8,6,10,HOLD
1470,cluster_1345077844_2589681474_8228683608_8228683609,6,7,6,11,CHANGE
1473,cluster_1345077844_2589681474_8228683608_8228683609,6,10,6,10,HOLD
1476,cluster_1345077844_2589681474_8228683608_8228683609,0,8,0,10,CHANGE
1479,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
1482,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
1485,cluster_1345077844_2589681474_8228683608_8228683609,0,9,6,10,HOLD
1488,cluster_1345077844_2589681474_8228683608_8228683609,0,9,6,10,HOLD
1491,cluster_1345077844_2589681474_8228683608_8228683609,6,8,6,10,CHANGE
1494,cluster_1345077844_2589681474_8228683608_8228683609,6,8,0,9,HOLD
1497,cluster_1345077844_2589681474_8228683608_8228683609,0,6,0,10,CHANGE
1500,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
1503,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
1506,cluster_1345077844_2589681474_8228683608_8228683609,0,9,0,9,HOLD
1509,cluster_1345077844_2589681474_8228683608_8228683609,0,9,6,10,HOLD
1512,cluster_1345077844_2589681474_8228683608_8228683609,0,9,6,10,HOLD
1515,cluster_1345077844_2589681474_8228683608_8228683609,6,7,6,10,CHANGE
1518,cluster_1345077844_2589681474_8228683608_8228683609,6,8,4,9,HOLD
1521,cluster_1345077844_2589681474_8228683608_8228683609,6,8,4,9,HOLD
1524,cluster_1345077844_2589681474_8228683608_8228683609,0,5,0,9,CHANGE
1527,cluster_1345077844_2589681474_8228683608_8228683609,0,9,0,9,HOLD
1530,cluster_1345077844_2589681474_8228683608_8228683609,0,8,4,9,HOLD
1533,cluster_1345077844_2589681474_8228683608_8228683609,4,7,4,9,CHANGE
1536,cluster_1345077844_2589681474_8228683608_8228683609,4,8,6,9,HOLD
1539,cluster_1345077844_2589681474_8228683608_8228683609,6,7,6,10,CHANGE
1542,cluster_1345077844_2589681474_8228683608_8228683609,6,9,0,9,HOLD
1545,cluster_1345077844_2589681474_8228683608_8228683609,0,7,0,10,CHANGE
1548,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
1551,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
1554,cluster_1345077844_2589681474_8228683608_8228683609,6,9,6,11,CHANGE
1557,cluster_1345077844_2589681474_8228683608_8228683609,6,9,0,10,HOLD
1560,cluster_1345077844_2589681474_8228683608_8228683609,0,7,0,10,CHANGE
1563,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
1566,cluster_1345077844_2589681474_8228683608_8228683609,0,9,4,10,HOLD
1569,cluster_1345077844_2589681474_8228683608_8228683609,6,9,6,11,CHANGE
1572,cluster_1345077844_2589681474_8228683608_8228683609,6,9,0,10,HOLD
1575,cluster_1345077844_2589681474_8228683608_8228683609,0,7,0,11,CHANGE
1578,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
1581,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
1584,cluster_1345077844_2589681474_8228683608_8228683609,4,8,4,10,CHANGE
1587,cluster_1345077844_2589681474_8228683608_8228683609,4,9,6,11,HOLD
1590,cluster_1345077844_2589681474_8228683608_8228683609,6,8,6,11,CHANGE
1593,cluster_1345077844_2589681474_8228683608_8228683609,6,9,0,11,HOLD
1596,cluster_1345077844_2589681474_8228683608_8228683609,0,7,0,12,CHANGE
1599,cluster_1345077844_2589681474_8228683608_8228683609,0,12,0,12,HOLD
1602,cluster_1345077844_2589681474_8228683608_8228683609,0,11,0,11,HOLD
1605,cluster_1345077844_2589681474_8228683608_8228683609,0,11,0,11,HOLD
1608,cluster_1345077844_2589681474_8228683608_8228683609,0,11,6,12,HOLD
1611,cluster_1345077844_2589681474_8228683608_8228683609,6,10,6,12,CHANGE
1614,cluster_1345077844_2589681474_8228683608_8228683609,6,10,0,10,HOLD
1617,cluster_1345077844_2589681474_8228683608_8228683609,0,6,0,11,CHANGE
1620,cluster_1345077844_2589681474_8228683608_8228683609,0,11,0,11,HOLD
1623,cluster_1345077844_2589681474_8228683608_8228683609,0,11,0,11,HOLD
1626,cluster_1345077844_2589681474_8228683608_8228683609,0,11,0,11,HOLD
1629,cluster_1345077844_2589681474_8228683608_8228683609,6,9,6,11,CHANGE
1632,cluster_1345077844_2589681474_8228683608_8228683609,6,10,0,10,HOLD
1635,cluster_1345077844_2589681474_8228683608_8228683609,6,10,0,11,HOLD
1638,cluster_1345077844_2589681474_8228683608_8228683609,0,6,0,12,CHANGE
1641,cluster_1345077844_2589681474_8228683608_8228683609,0,12,0,12,HOLD
1644,cluster_1345077844_2589681474_8228683608_8228683609,0,12,0,12,HOLD
1647,cluster_1345077844_2589681474_8228683608_8228683609,0,11,0,11,HOLD
1650,cluster_1345077844_2589681474_8228683608_8228683609,0,11,0,11,HOLD
1653,cluster_1345077844_2589681474_8228683608_8228683609,0,10,6,11,HOLD
1656,cluster_1345077844_2589681474_8228683608_8228683609,6,9,6,11,CHANGE
1659,cluster_1345077844_2589681474_8228683608_8228683609,6,9,0,10,HOLD
1662,cluster_1345077844_2589681474_8228683608_8228683609,0,6,0,11,CHANGE
1665,cluster_1345077844_2589681474_8228683608_8228683609,0,11,0,11,HOLD
1668,cluster_1345077844_2589681474_8228683608_8228683609,0,11,0,11,HOLD
1671,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
1674,cluster_1345077844_2589681474_8228683608_8228683609,0,9,4,10,HOLD
1677,cluster_1345077844_2589681474_8228683608_8228683609,6,9,6,11,CHANGE
1680,cluster_1345077844_2589681474_8228683608_8228683609,6,9,0,10,HOLD
1683,cluster_1345077844_2589681474_8228683608_8228683609,0,7,0,11,CHANGE
1686,cluster_1345077844_2589681474_8228683608_8228683609,0,11,0,11,HOLD
1689,cluster_1345077844_2589681474_8228683608_8228683609,0,11,0,11,HOLD
1692,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
1695,cluster_1345077844_2589681474_8228683608_8228683609,0,10,6,11,HOLD
1698,cluster_1345077844_2589681474_8228683608_8228683609,6,9,6,11,CHANGE
1701,cluster_1345077844_2589681474_8228683608_8228683609,6,9,0,10,HOLD
1704,cluster_1345077844_2589681474_8228683608_8228683609,0,7,0,10,CHANGE
1707,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
1710,cluster_1345077844_2589681474_8228683608_8228683609,0,11,0,11,HOLD
1713,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
1716,cluster_1345077844_2589681474_8228683608_8228683609,0,10,6,11,HOLD
1719,cluster_1345077844_2589681474_8228683608_8228683609,6,10,6,12,CHANGE
1722,cluster_1345077844_2589681474_8228683608_8228683609,6,10,0,11,HOLD
1725,cluster_1345077844_2589681474_8228683608_8228683609,0,7,0,12,CHANGE
1728,cluster_1345077844_2589681474_8228683608_8228683609,0,12,0,12,HOLD
1731,cluster_1345077844_2589681474_8228683608_8228683609,0,12,0,12,HOLD
1734,cluster_1345077844_2589681474_8228683608_8228683609,0,12,0,12,HOLD
1737,cluster_1345077844_2589681474_8228683608_8228683609,0,11,0,11,HOLD
1740,cluster_1345077844_2589681474_8228683608_8228683609,0,11,0,11,HOLD
1743,cluster_1345077844_2589681474_8228683608_8228683609,0,9,4,10,HOLD
1746,cluster_1345077844_2589681474_8228683608_8228683609,4,8,4,10,CHANGE
1749,cluster_1345077844_2589681474_8228683608_8228683609,4,9,6,10,HOLD
1752,cluster_1345077844_2589681474_8228683608_8228683609,0,7,0,10,CHANGE
1755,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
1758,cluster_1345077844_2589681474_8228683608_8228683609,0,9,6,10,HOLD
1761,cluster_1345077844_2589681474_8228683608_8228683609,6,7,6,10,CHANGE
1764,cluster_1345077844_2589681474_8228683608_8228683609,6,8,4,9,HOLD
1767,cluster_1345077844_2589681474_8228683608_8228683609,4,6,4,9,CHANGE
1770,cluster_1345077844_2589681474_8228683608_8228683609,4,8,0,8,HOLD
1773,cluster_1345077844_2589681474_8228683608_8228683609,4,7,0,8,HOLD
1776,cluster_1345077844_2589681474_8228683608_8228683609,4,7,0,8,HOLD
1779,cluster_1345077844_2589681474_8228683608_8228683609,6,6,6,10,CHANGE
1782,cluster_1345077844_2589681474_8228683608_8228683609,6,9,0,10,HOLD
1785,cluster_1345077844_2589681474_8228683608_8228683609,0,8,0,10,CHANGE
1788,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
1791,cluster_1345077844_2589681474_8228683608_8228683609,6,8,6,10,CHANGE
1794,cluster_1345077844_2589681474_8228683608_8228683609,6,10,6,10,HOLD
1797,cluster_1345077844_2589681474_8228683608_8228683609,0,8,0,10,CHANGE
1800,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
1803,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
1806,cluster_1345077844_2589681474_8228683608_8228683609,6,9,6,11,CHANGE
1809,cluster_1345077844_2589681474_8228683608_8228683609,6,10,6,10,HOLD
1812,cluster_1345077844_2589681474_8228683608_8228683609,6,8,0,9,HOLD
1815,cluster_1345077844_2589681474_8228683608_8228683609,0,6,0,9,CHANGE
1818,cluster_1345077844_2589681474_8228683608_8228683609,0,9,0,9,HOLD
1821,cluster_1345077844_2589681474_8228683608_8228683609,0,8,4,9,HOLD
1824,cluster_1345077844_2589681474_8228683608_8228683609,6,7,6,11,CHANGE
1827,cluster_1345077844_2589681474_8228683608_8228683609,6,10,6,10,HOLD
1830,cluster_1345077844_2589681474_8228683608_8228683609,6,8,4,9,HOLD
1833,cluster_1345077844_2589681474_8228683608_8228683609,4,5,4,9,CHANGE
1836,cluster_1345077844_2589681474_8228683608_8228683609,4,8,0,8,HOLD
1839,cluster_1345077844_2589681474_8228683608_8228683609,4,7,0,8,HOLD
1842,cluster_1345077844_2589681474_8228683608_8228683609,4,7,0,8,HOLD
1845,cluster_1345077844_2589681474_8228683608_8228683609,6,6,6,10,CHANGE
1848,cluster_1345077844_2589681474_8228683608_8228683609,6,9,0,10,HOLD
1851,cluster_1345077844_2589681474_8228683608_8228683609,0,7,0,11,CHANGE
1854,cluster_1345077844_2589681474_8228683608_8228683609,0,11,0,11,HOLD
1857,cluster_1345077844_2589681474_8228683608_8228683609,0,11,0,11,HOLD
1860,cluster_1345077844_2589681474_8228683608_8228683609,0,9,6,10,HOLD
1863,cluster_1345077844_2589681474_8228683608_8228683609,6,9,6,11,CHANGE
1866,cluster_1345077844_2589681474_8228683608_8228683609,6,9,0,10,HOLD
1869,cluster_1345077844_2589681474_8228683608_8228683609,0,7,0,11,CHANGE
1872,cluster_1345077844_2589681474_8228683608_8228683609,0,11,0,11,HOLD
1875,cluster_1345077844_2589681474_8228683608_8228683609,0,11,0,11,HOLD
1878,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
1881,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
1884,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
1887,cluster_1345077844_2589681474_8228683608_8228683609,0,9,6,10,HOLD
1890,cluster_1345077844_2589681474_8228683608_8228683609,0,9,6,10,HOLD
1893,cluster_1345077844_2589681474_8228683608_8228683609,6,8,6,10,CHANGE
1896,cluster_1345077844_2589681474_8228683608_8228683609,6,8,4,9,HOLD
1899,cluster_1345077844_2589681474_8228683608_8228683609,0,6,0,9,CHANGE
1902,cluster_1345077844_2589681474_8228683608_8228683609,0,9,0,9,HOLD
1905,cluster_1345077844_2589681474_8228683608_8228683609,0,9,0,9,HOLD
1908,cluster_1345077844_2589681474_8228683608_8228683609,6,8,6,10,CHANGE
1911,cluster_1345077844_2589681474_8228683608_8228683609,6,10,6,10,HOLD
1914,cluster_1345077844_2589681474_8228683608_8228683609,0,8,0,10,CHANGE
1917,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
1920,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
1923,cluster_1345077844_2589681474_8228683608_8228683609,6,9,6,11,CHANGE
1926,cluster_1345077844_2589681474_8228683608_8228683609,6,9,0,10,HOLD
1929,cluster_1345077844_2589681474_8228683608_8228683609,0,7,0,11,CHANGE
1932,cluster_1345077844_2589681474_8228683608_8228683609,0,11,0,11,HOLD
1935,cluster_1345077844_2589681474_8228683608_8228683609,0,11,0,11,HOLD
1938,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
1941,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
1944,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
1947,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
1950,cluster_1345077844_2589681474_8228683608_8228683609,0,9,6,10,HOLD
1953,cluster_1345077844_2589681474_8228683608_8228683609,6,8,6,10,CHANGE
1956,cluster_1345077844_2589681474_8228683608_8228683609,6,8,0,9,HOLD
1959,cluster_1345077844_2589681474_8228683608_8228683609,0,6,0,10,CHANGE
1962,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
1965,cluster_1345077844_2589681474_8228683608_8228683609,0,9,0,9,HOLD
1968,cluster_1345077844_2589681474_8228683608_8228683609,0,9,0,9,HOLD
1971,cluster_1345077844_2589681474_8228683608_8228683609,0,9,6,10,HOLD
1974,cluster_1345077844_2589681474_8228683608_8228683609,6,8,6,10,CHANGE
1977,cluster_1345077844_2589681474_8228683608_8228683609,6,8,0,9,HOLD
1980,cluster_1345077844_2589681474_8228683608_8228683609,0,7,0,10,CHANGE
1983,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
1986,cluster_1345077844_2589681474_8228683608_8228683609,0,9,0,9,HOLD
1989,cluster_1345077844_2589681474_8228683608_8228683609,6,8,6,10,CHANGE
1992,cluster_1345077844_2589681474_8228683608_8228683609,6,9,0,9,HOLD
1995,cluster_1345077844_2589681474_8228683608_8228683609,0,7,0,10,CHANGE
1998,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
2001,cluster_1345077844_2589681474_8228683608_8228683609,0,9,0,9,HOLD
2004,cluster_1345077844_2589681474_8228683608_8228683609,6,9,6,11,CHANGE
2007,cluster_1345077844_2589681474_8228683608_8228683609,6,10,0,10,HOLD
2010,cluster_1345077844_2589681474_8228683608_8228683609,0,8,0,11,CHANGE
2013,cluster_1345077844_2589681474_8228683608_8228683609,0,11,0,11,HOLD
2016,cluster_1345077844_2589681474_8228683608_8228683609,0,11,0,11,HOLD
2019,cluster_1345077844_2589681474_8228683608_8228683609,0,10,6,11,HOLD
2022,cluster_1345077844_2589681474_8228683608_8228683609,6,9,6,11,CHANGE
2025,cluster_1345077844_2589681474_8228683608_8228683609,6,9,0,10,HOLD
2028,cluster_1345077844_2589681474_8228683608_8228683609,0,7,0,10,CHANGE
2031,cluster_1345077844_2589681474_8228683608_8228683609,0,9,0,9,HOLD
2034,cluster_1345077844_2589681474_8228683608_8228683609,0,8,4,9,HOLD
2037,cluster_1345077844_2589681474_8228683608_8228683609,6,6,6,11,CHANGE
2040,cluster_1345077844_2589681474_8228683608_8228683609,6,10,6,10,HOLD
2043,cluster_1345077844_2589681474_8228683608_8228683609,6,8,4,9,HOLD
2046,cluster_1345077844_2589681474_8228683608_8228683609,0,7,0,9,CHANGE
2049,cluster_1345077844_2589681474_8228683608_8228683609,0,8,4,9,HOLD
2052,cluster_1345077844_2589681474_8228683608_8228683609,4,7,4,9,CHANGE
2055,cluster_1345077844_2589681474_8228683608_8228683609,4,8,6,10,HOLD
2058,cluster_1345077844_2589681474_8228683608_8228683609,6,6,6,10,CHANGE
2061,cluster_1345077844_2589681474_8228683608_8228683609,6,8,0,10,HOLD
2064,cluster_1345077844_2589681474_8228683608_8228683609,0,5,0,11,CHANGE
2067,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
2070,cluster_1345077844_2589681474_8228683608_8228683609,0,10,0,10,HOLD
2073,cluster_1345077844_2589681474_8228683608_8228683609,0,8,4,9,HOLD
2076,cluster_1345077844_2589681474_8228683608_8228683609,6,7,6,11,CHANGE
2079,cluster_1345077844_2589681474_8228683608_8228683609,6,9,4,9,HOLD
2082,cluster_1345077844_2589681474_8228683608_8228683609,4,7,4,9,CHANGE
2085,cluster_1345077844_2589681474_8228683608_8228683609,4,8,0,9,HOLD
2088,cluster_1345077844_2589681474_8228683608_8228683609,0,7,0,10,CHANGE
2091,cluster_1345077844_2589681474_8228683608_8228683609,0,9,6,11,HOLD
